Time, Angle (rad)
1312,1.513795
1313,1.541393
1314,2.639413
1315,-2.661921
1316,-2.442933
1317,-2.744507
1318,-2.812437
1319,3.127661
1320,-2.824544
1321,3.065868
1322,2.214297
1323,2.772650
1324,2.121182
1325,1.199627
1326,0.917950
1327,0.218851
1328,0.746415
1329,1.653938
1330,3.021242
1331,2.275290
1332,2.099434
1333,2.540132
1334,2.505271
1335,2.180414
1336,2.271896
1337,1.946067
1338,1.224257
1339,0.955593
1340,1.278209
1341,0.582353
1342,0.320128
1343,0.294443
1344,0.395109
1345,0.194248
1346,0.734747
1347,1.496857
1348,1.239242
1349,1.194714
1350,1.304415
1351,1.325127
1352,1.066199
1353,1.135304
1354,-0.291034
1355,-0.581357
1356,0.000000
1357,1.313949
1358,1.795779
1359,2.302884
1360,2.117682
1361,1.931201
1362,2.319495
1363,2.053299
1364,1.673779
1365,1.616220
1366,1.227713
1367,0.648057
1368,0.654964
1369,0.380506
1370,-1.475293
1371,-2.132718
1372,-2.679869
1373,-2.154934
1374,-2.168272
1375,1.143821
1376,0.877790
1377,0.441793
1378,0.664629
1379,0.800689
1380,0.495686
1381,0.504377
1382,0.549826
1383,-1.781890
1384,-1.524318
1385,-0.896055
1386,-1.031572
1387,-1.631063
1388,0.496828
1389,0.960070
1390,0.534243
1391,1.247585
1392,1.207136
1393,-2.930329
1394,-2.186416
1395,-2.706922
1396,-0.601455
1397,0.507099
1398,0.456930
1399,0.737815
1400,0.954556
1401,1.148791
1402,1.942437
1403,1.442024
1404,1.546471
1405,2.024135
1406,1.953069
1407,1.591053
1408,2.985780
1409,-3.045119
1410,1.360623
1411,2.871368
1412,-3.078717
1413,-1.247508
1414,-0.418224
1415,2.797604
1416,-0.421467
1417,0.376591
1418,1.046628
1419,2.167731
1420,-0.576375
1421,1.225241
1422,0.653656
1423,1.201107
1424,0.369989
1425,0.474246
1426,0.104905
1427,2.466505
1428,2.204296
1429,2.736701
1430,3.092906
1431,2.808169
1432,0.540420
1433,1.873681
1434,1.794823
1435,1.646189
1436,1.570796
1437,1.504203
1438,0.010761
1439,0.376245
1440,0.517405
1441,0.280812
1442,0.766147
1443,1.473538
1444,1.606964
1445,1.383560
1446,-0.182198
1447,-0.866302
1448,-1.234175
1449,-1.807645
1450,-2.098871
1451,2.331341
1452,1.937970
1453,1.825979
1454,1.216091
1455,1.212322
1456,0.616237
1457,0.500966
1458,0.696000
1459,0.244979
1460,0.880996
1461,2.164574
1462,2.106876
1463,1.724330
1464,1.890565
1465,1.933341
1466,1.753186
1467,1.908252
1468,2.234824
1469,2.172930
1470,2.052460
1471,2.142409
1472,1.554589
1473,1.061539
1474,1.102542
1475,0.891383
1476,0.879675
1477,0.665874
1478,0.860995
1479,2.034444
1480,1.975688
1481,1.906026
1482,2.221873
1483,2.302602
1484,2.096863
1485,1.999060
1486,2.356194
1487,1.915707
1488,1.716148
1489,1.735085
1490,1.724340
1491,1.502940
1492,1.744964
1493,2.256557
1494,2.369527
1495,2.620455
1496,2.605781
1497,-0.745419
1498,-0.076772
1499,-0.018180
1500,0.327739
1501,0.447693
1502,1.509969
1503,2.289626
1504,2.518032
1505,2.596221
1506,2.241318
1507,2.454468
1508,1.483398
1509,1.050327
1510,1.990606
1511,1.703348
1512,2.214297
1513,-0.588003
1514,2.944197
1515,-2.319687
1516,-2.733444
1517,-3.045119
1518,2.875597
1519,2.357606
1520,1.933943
1521,0.998594
1522,0.751744
1523,0.525883
1524,0.772770
1525,1.386853
1526,2.079857
1527,1.774289
1528,2.151601
1529,2.252802
1530,2.620030
1531,1.539846
1532,2.742914
1533,2.247573
1534,2.068139
1535,1.051513
1536,1.276355
1537,1.286740
1538,1.066819
1539,1.142848
1540,1.838793
1541,1.710288
1542,2.117684
1543,2.257543
1544,2.356194
1545,2.055867
1546,1.959550
1547,1.465919
1548,0.935607
1549,1.451367
1550,3.051141
1551,2.641434
1552,2.164546
1553,2.300817
1554,-3.103027
1555,-2.944863
1556,-3.003587
1557,3.068993
1558,-3.080444
1559,2.500139
1560,1.766710
1561,1.593015
1562,1.842926
1563,1.953570
1564,1.807543
1565,2.383215
1566,2.269040
1567,2.182949
1568,2.290886
1569,1.804569
1570,1.847873
1571,2.403778
1572,2.635518
1573,2.660656
1574,2.174586
1575,1.747092
1576,1.717757
1577,1.722315
1578,1.610944
1579,1.940481
1580,2.126167
1581,1.474323
1582,1.321264
1583,1.101907
1584,1.090391
1585,1.403045
1586,2.481300
1587,2.455863
1588,2.694073
1589,2.487957
1590,2.526779
1591,-0.007892
1592,0.007718
1593,0.916637
1594,0.436627
1595,0.895182
1596,1.356534
1597,1.511166
1598,1.738880
1599,2.117911
1600,1.977215
1601,2.150533
1602,2.386150
1603,2.220056
1604,2.258437
1605,2.301703
1606,2.316216
1607,1.950119
1608,1.841140
1609,1.728188
1610,1.980133
1611,1.942314
1612,2.065407
1613,2.189044
1614,1.933357
1615,1.485269
1616,1.235158
1617,0.893553
1618,1.283515
1619,0.866302
1620,1.487655
1621,0.694738
1622,0.620249
1623,0.456845
1624,0.828932
1625,1.114579
1626,1.527880
1627,1.728249
1628,2.158799
1629,1.776192
1630,1.350183
1631,1.487655
1632,1.072455
1633,0.523278
1634,0.262995
1635,-0.043558
1636,-0.278300
1637,-0.238351
1638,0.577979
1639,1.310194
1640,1.093992
1641,-0.129972
1642,0.136139
1643,-0.005518
1644,0.190561
1645,0.409646
1646,0.975264
1647,0.977863
1648,0.996125
1649,0.807306
1650,0.349195
1651,-0.210518
1652,1.170832
1653,0.859084
1654,1.500736
1655,1.384910
1656,1.095101
1657,0.915101
1658,1.107793
1659,0.549560
1660,0.944806
1661,1.345498
1662,1.450304
1663,1.817298
1664,2.217613
1665,1.837048
1666,1.186975
1667,1.374617
1668,1.114644
1669,0.752623
1670,0.739277
1671,1.048705
1672,0.686115
1673,0.857583
1674,1.448628
1675,1.092444
1676,-0.868539
1677,-0.850021
1678,0.230274
1679,-0.769886
1680,0.832981
1681,1.254731
1682,1.340944
1683,1.667185
1684,1.419010
1685,1.619139
1686,1.826717
1687,1.952853
1688,1.793870
1689,2.184225
1690,2.761086
1691,2.488970
1692,2.317466
1693,2.521569
1694,2.323948
1695,1.398203
1696,1.292366
1697,1.569097
1698,1.848536
