Time, Angle (rad)
1650,1.496857
1651,0.631872
1652,1.499541
1653,1.231799
1654,1.642332
1655,1.644194
1656,1.947287
1657,1.919567
1658,1.762709
1659,1.712693
1660,1.882838
1661,1.325818
1662,1.602532
1663,1.796511
1664,1.543548
1665,1.392703
1666,1.355981
1667,1.778293
1668,-0.886635
1669,-2.983066
1670,-2.417845
1671,-1.666310
1672,-1.022721
1673,1.664101
1674,1.404858
1675,0.984359
1676,1.681880
1677,0.603974
1678,0.207543
1679,-0.413934
1680,0.262927
1681,1.256433
1682,1.570796
1683,1.405648
1684,1.110274
1685,1.223207
1686,1.251696
1687,1.540898
1688,1.726795
1689,3.002497
1690,-2.878598
1691,-1.810350
1692,-1.814029
1693,-1.801677
1694,-0.881940
1695,-1.325818
1696,-2.039413
1697,-0.164787
1698,-0.600050
1699,1.186758
1700,1.696245
1701,1.832727
1702,1.915329
1703,1.583296
1704,1.712491
1705,1.076197
1706,0.030294
1707,0.574783
1708,1.556441
1709,1.667270
1710,1.519555
1711,1.198264
1712,1.201175
1713,1.746388
1714,0.588003
1715,1.399136
1716,1.863236
1717,2.038803
1718,1.082462
1719,1.538549
1720,1.614247
1721,1.454878
1722,1.457538
1723,2.032564
1724,2.449306
1725,1.439969
1726,1.983207
1727,1.620755
1728,1.410421
1729,1.220607
1730,1.753172
1731,2.567288
1732,-2.690140
1733,3.022456
1734,2.668618
1735,2.313667
1736,1.990818
1737,1.797390
1738,1.757283
1739,0.914102
1740,0.539984
1741,0.605398
1742,0.542138
1743,1.205863
1744,0.961338
1745,1.144809
1746,0.942195
1747,0.862786
1748,0.626674
1749,-1.376900
1750,-1.365830
1751,-2.020206
1752,-1.597817
1753,-1.253972
1754,-0.223477
1755,1.042533
1756,-0.343024
1757,1.457259
1758,2.081156
1759,1.826605
1760,1.560274
1761,1.692127
1762,1.194648
1763,1.135163
1764,-0.218669
1765,-2.495030
1766,1.832068
1767,1.789710
1768,1.428060
1769,1.466485
1770,1.440058
1771,1.511479
1772,1.706287
1773,1.122651
1774,1.335251
1775,1.280266
1776,1.078174
1777,0.991836
1778,1.995628
1779,1.928676
1780,2.212790
1781,2.521343
1782,2.553590
1783,2.653756
1784,2.448720
1785,2.089942
1786,2.116158
1787,2.086345
1788,2.075658
1789,1.967238
1790,-0.463648
1791,0.610726
1792,1.078987
1793,1.034618
1794,0.207293
1795,1.130110
1796,1.053356
1797,-0.129093
1798,0.061119
1799,-0.072217
1800,-0.068125
1801,-0.931798
1802,0.017326
1803,1.497404
1804,1.899804
1805,1.743598
1806,1.895389
1807,1.790818
1808,1.726827
1809,1.214869
1810,1.249046
1811,1.034274
1812,0.764026
1813,0.716542
1814,0.597758
1815,0.891481
1816,0.811306
1817,1.059880
1818,1.027319
1819,1.321662
1820,1.496857
1821,1.579129
1822,-1.632010
1823,-1.589537
1824,-0.461713
1825,3.141593
1826,-0.982794
1827,1.022207
1828,0.358771
1829,-2.301598
1830,0.000000
1831,0.899300
1832,0.912525
1833,0.799482
1834,0.748378
1835,1.130045
1836,1.166924
1837,1.190630
1838,1.414996
1839,1.611178
1840,1.615017
1841,1.502638
1842,1.540503
