Time, x Vel, y Vel, Vel
5164,0.259149,0.043921,0.043921
5165,0.216536,0.046474,0.046474
5166,0.325184,0.100252,0.100252
5167,0.367094,-0.010184,-0.010184
5168,0.344851,-0.069921,-0.069921
5169,0.431636,-0.101374,-0.101374
5170,0.378275,-0.111058,-0.111058
5171,0.357579,-0.090926,-0.090926
5172,0.414000,-0.058000,-0.058000
5173,0.324364,0.123374,0.123374
5174,0.391684,0.092316,0.092316
5175,0.401899,0.056274,0.056274
5176,0.335798,0.218990,0.218990
5177,0.379961,0.113029,0.113029
5178,0.356059,0.077168,0.077168
5179,0.361388,0.048776,0.048776
5180,0.515152,-0.074747,-0.074747
5181,0.580524,-0.129332,-0.129332
5182,0.527153,-0.085189,-0.085189
5183,0.463340,-0.027476,-0.027476
5184,0.375051,-0.048242,-0.048242
5185,0.314402,0.071540,0.071540
5186,0.307359,0.128551,0.128551
5187,0.337864,0.019417,0.019417
5188,0.268000,0.122000,0.122000
5189,0.250447,0.071144,0.071144
5190,0.238776,0.061224,0.061224
5191,0.248210,0.169775,0.169775
5192,0.258190,0.117238,0.117238
5193,0.237647,0.107227,0.107227
5194,0.284168,-0.016038,-0.016038
5195,0.283328,0.015912,0.015912
5196,0.298759,-0.047561,-0.047561
5197,0.332525,-0.069092,-0.069092
5198,0.284848,-0.028283,-0.028283
5199,0.339258,-0.125629,-0.125629
5200,0.377778,-0.119192,-0.119192
5201,0.371814,-0.071792,-0.071792
5202,0.343856,-0.068709,-0.068709
5203,0.242122,-0.017102,-0.017102
5204,0.179798,0.056566,0.056566
5205,0.134477,0.009032,0.009032
5206,0.163215,0.096992,0.096992
5207,0.225250,0.129612,0.129612
5208,0.231475,0.132949,0.132949
5209,0.243537,0.156689,0.156689
5210,0.258566,0.014283,0.014283
5211,0.230483,-0.007499,-0.007499
5212,0.256000,-0.092000,-0.092000
5213,0.338667,-0.132444,-0.132444
5214,0.417608,-0.093843,-0.093843
5215,0.450766,-0.021379,-0.021379
5216,0.439798,0.003495,0.003495
5217,0.358928,0.100371,0.100371
5218,0.299584,0.166429,0.166429
5219,0.245794,0.020706,0.020706
5220,0.232083,0.016842,0.016842
5221,0.221597,-0.012371,-0.012371
5222,0.131788,-0.007605,-0.007605
5223,0.145666,0.015296,0.015296
5224,0.155796,0.013461,0.013461
5225,0.267883,-0.093878,-0.093878
5226,0.361265,-0.128531,-0.128531
5227,0.441918,-0.099633,-0.099633
5228,0.498343,-0.261351,-0.261351
5229,0.432067,-0.163548,-0.163548
5230,0.448361,-0.195176,-0.195176
5231,0.417636,-0.090081,-0.090081
5232,0.380445,0.063372,0.063372
5233,0.411881,0.029703,0.029703
5234,0.385394,0.104727,0.104727
5235,0.408081,-0.008081,-0.008081
5236,0.452483,0.028708,0.028708
5237,0.419482,-0.040964,-0.040964
5238,0.446000,-0.032000,-0.032000
5239,0.448085,-0.019482,-0.019482
5240,0.341869,-0.041139,-0.041139
5241,0.372162,0.092687,0.092687
5242,0.322141,0.060606,0.060606
5243,0.265047,0.086149,0.086149
5244,0.322820,0.125562,0.125562
5245,0.315579,0.045474,0.045474
5246,0.341859,-0.008606,-0.008606
5247,0.363068,-0.006755,-0.006755
5248,0.406661,-0.043464,-0.043464
5249,0.391278,0.061955,0.061955
5250,0.404396,0.110376,0.110376
5251,0.432083,0.122566,0.122566
5252,0.409084,0.088721,0.088721
5253,0.345653,-0.016535,-0.016535
5254,0.294149,-0.037124,-0.037124
5255,0.254653,-0.063345,-0.063345
5256,0.182619,-0.120206,-0.120206
5257,0.262196,-0.139136,-0.139136
5258,0.264266,-0.121292,-0.121292
5259,0.233974,-0.077480,-0.077480
5260,0.278000,-0.044000,-0.044000
5261,0.217293,-0.017758,-0.017758
5262,0.358416,-0.005941,-0.005941
5263,0.320261,-0.015389,-0.015389
5264,0.268163,0.009714,0.009714
5265,0.276000,0.018000,0.018000
5266,0.143180,-0.059244,-0.059244
5267,0.218328,-0.032781,-0.032781
5268,0.229837,0.026286,0.026286
5269,0.304000,0.016000,0.016000
5270,0.327592,0.011224,0.011224
5271,0.339722,-0.032422,-0.032422
5272,0.438000,-0.018000,-0.018000
5273,0.390000,0.006000,0.006000
5274,0.403923,0.082692,0.082692
5275,0.380512,0.078631,0.078631
5276,0.332000,0.034000,0.034000
5277,0.359476,0.042777,0.042777
5278,0.360077,0.065308,0.065308
5279,0.448059,0.098920,0.098920
5280,0.442495,0.104673,0.104673
5281,0.412227,0.032491,0.032491
5282,0.334465,0.005030,0.005030
5283,0.241662,-0.013358,-0.013358
5284,0.227056,-0.053081,-0.053081
5285,0.237644,0.000202,0.000202
5286,0.297865,0.008310,0.008310
5287,0.286869,-0.076768,-0.076768
5288,0.224410,0.008643,0.008643
5289,0.184653,0.020531,0.020531
5290,0.155670,0.056007,0.056007
5291,0.219489,0.120618,0.120618
5292,0.220488,0.064826,0.064826
5293,0.318874,0.039981,0.039981
5294,0.327723,-0.076258,-0.076258
5295,0.258471,-0.026941,-0.026941
5296,0.367450,-0.041950,-0.041950
5297,0.301126,-0.015981,-0.015981
5298,0.299010,-0.027723,-0.027723
5299,0.258000,-0.018000,-0.018000
5300,0.212163,0.045590,0.045590
5301,0.326058,0.002388,0.002388
5302,0.310002,0.008062,0.008062
5303,0.433196,-0.035835,-0.035835
5304,0.487938,-0.112701,-0.112701
5305,0.495011,-0.156032,-0.156032
5306,0.498559,-0.126331,-0.126331
5307,0.538804,-0.202165,-0.202165
5308,0.510000,-0.164000,-0.164000
5309,0.377638,-0.093649,-0.093649
5310,0.387478,-0.083712,-0.083712
5311,0.272158,0.005248,0.005248
5312,0.219048,0.001905,0.001905
5313,0.243018,0.023411,0.023411
5314,0.245228,0.044614,0.044614
5315,0.297842,-0.051248,-0.051248
5316,0.408675,-0.091806,-0.091806
5317,0.409047,-0.104019,-0.104019
5318,0.413818,-0.114081,-0.114081
5319,0.413050,-0.051723,-0.051723
5320,0.358552,0.017744,0.017744
5321,0.273267,0.104950,0.104950
5322,0.340182,0.112081,0.112081
5323,0.368950,0.095723,0.095723
5324,0.345039,0.085086,0.085086
5325,0.410146,0.043095,0.043095
5326,0.404531,0.022531,0.022531
5327,0.389061,0.107510,0.107510
5328,0.401340,0.047887,0.047887
5329,0.352148,-0.000644,-0.000644
5330,0.317219,0.010969,0.010969
5331,0.269388,-0.026531,-0.026531
5332,0.193561,0.014523,0.014523
5333,0.342677,-0.050631,-0.050631
5334,0.311352,-0.043622,-0.043622
5335,0.261551,-0.086980,-0.086980
5336,0.443310,-0.058197,-0.058197
5337,0.323232,0.030303,0.030303
5338,0.432653,0.010204,0.010204
5339,0.569535,0.036990,0.036990
5340,0.465770,-0.003025,-0.003025
5341,0.509778,-0.049130,-0.049130
5342,0.484245,-0.032082,-0.032082
5343,0.375758,-0.036364,-0.036364
5344,0.378992,-0.036975,-0.036975
5345,0.295106,-0.005905,-0.005905
5346,0.258612,-0.059755,-0.059755
5347,0.298158,-0.058705,-0.058705
5348,0.272030,-0.097143,-0.097143
5349,0.446874,-0.084136,-0.084136
5350,0.485074,-0.020088,-0.020088
5351,0.417647,-0.003922,-0.003922
5352,0.427684,0.106000,0.106000
5353,0.338141,0.080586,0.080586
5354,0.243720,0.104873,0.104873
5355,0.275735,0.158333,0.158333
5356,0.362000,0.036000,0.036000
5357,0.355859,0.075414,0.075414
5358,0.440594,-0.007030,-0.007030
5359,0.419167,-0.012333,-0.012333
5360,0.362384,0.021232,0.021232
5361,0.388824,0.018941,0.018941
5362,0.366000,0.070000,0.070000
5363,0.411515,0.019657,0.019657
5364,0.424242,0.062626,0.062626
5365,0.395816,0.020255,0.020255
5366,0.288000,0.022000,0.022000
5367,0.312402,-0.000708,-0.000708
5368,0.281704,-0.068333,-0.068333
5369,0.247402,-0.052788,-0.052788
5370,0.362000,-0.100000,-0.100000
5371,0.321941,-0.100302,-0.100302
5372,0.369132,-0.071372,-0.071372
5373,0.411959,-0.098408,-0.098408
5374,0.446887,-0.046948,-0.046948
5375,0.574537,-0.048805,-0.048805
5376,0.524162,-0.004570,-0.004570
5377,0.528857,0.002490,0.002490
5378,0.429033,-0.004749,-0.004749
5379,0.364856,-0.009781,-0.009781
5380,0.370457,-0.071887,-0.071887
5381,0.398557,-0.097217,-0.097217
5382,0.506040,-0.109895,-0.109895
5383,0.569697,-0.088889,-0.088889
5384,0.668687,-0.034343,-0.034343
5385,0.639638,0.045359,0.045359
5386,0.526531,0.026531,0.026531
5387,0.443826,0.033849,0.033849
5388,0.333232,0.050646,0.050646
5389,0.346220,-0.000914,-0.000914
5390,0.334694,-0.012245,-0.012245
5391,0.269145,-0.046070,-0.046070
5392,0.280909,-0.060747,-0.060747
5393,0.266845,-0.050149,-0.050149
5394,0.318486,-0.004597,-0.004597
5395,0.414528,0.007294,0.007294
5396,0.414246,-0.028345,-0.028345
5397,0.436652,-0.065799,-0.065799
5398,0.480746,-0.064751,-0.064751
5399,0.333551,-0.028245,-0.028245
5400,0.350291,-0.021660,-0.021660
5401,0.303231,-0.001769,-0.001769
5402,0.294525,-0.037896,-0.037896
5403,0.347922,-0.066353,-0.066353
5404,0.296070,-0.026763,-0.026763
5405,0.334687,-0.011576,-0.011576
5406,0.333059,-0.041451,-0.041451
5407,0.420078,-0.051647,-0.051647
5408,0.480808,-0.050505,-0.050505
5409,0.415313,-0.036424,-0.036424
5410,0.393798,-0.014283,-0.014283
5411,0.395608,-0.007176,-0.007176
5412,0.415677,-0.055980,-0.055980
5413,0.381347,-0.057485,-0.057485
5414,0.392202,-0.023717,-0.023717
5415,0.356583,0.003081,0.003081
5416,0.276000,0.020000,0.020000
5417,0.398653,-0.016515,-0.016515
5418,0.466000,0.002000,0.002000
5419,0.414006,-0.014846,-0.014846
5420,0.466099,-0.057050,-0.057050
5421,0.393426,-0.032990,-0.032990
5422,0.374371,-0.009794,-0.009794
5423,0.401804,-0.035059,-0.035059
5424,0.333133,0.014241,0.014241
5425,0.288029,0.036344,0.036344
5426,0.191589,-0.015454,-0.015454
5427,0.219111,-0.006949,-0.006949
5428,0.278672,-0.020144,-0.020144
5429,0.357516,-0.044264,-0.044264
5430,0.436040,-0.036752,-0.036752
5431,0.380889,-0.007051,-0.007051
5432,0.355238,0.049932,0.049932
5433,0.345515,0.072547,0.072547
5434,0.309020,0.084549,0.084549
5435,0.318204,0.118327,0.118327
5436,0.321289,0.045138,0.045138
5437,0.335674,0.030423,0.030423
5438,0.311175,0.033276,0.033276
5439,0.315796,0.009673,0.009673
5440,0.359952,-0.018360,-0.018360
5441,0.326046,-0.016508,-0.016508
5442,0.331643,-0.030315,-0.030315
5443,0.342041,-0.079608,-0.079608
5444,0.238844,-0.035164,-0.035164
5445,0.287835,-0.010884,-0.010884
5446,0.267957,0.010057,0.010057
5447,0.206427,0.017438,0.017438
5448,0.241964,0.089709,0.089709
5449,0.195961,0.037333,0.037333
5450,0.209594,-0.030465,-0.030465
5451,0.346585,-0.024882,-0.024882
5452,0.355556,-0.086869,-0.086869
5453,0.390314,-0.139294,-0.139294
5454,0.437683,-0.128839,-0.128839
5455,0.447634,-0.140968,-0.140968
5456,0.533416,-0.202618,-0.202618
5457,0.566202,-0.138933,-0.138933
5458,0.532533,-0.057946,-0.057946
5459,0.409313,-0.017980,-0.017980
5460,0.396092,-0.015284,-0.015284
5461,0.329485,0.040227,0.040227
5462,0.253325,0.061986,0.061986
5463,0.215878,0.030204,0.030204
5464,0.149280,0.080529,0.080529
5465,0.112453,0.079283,0.079283
5466,0.239763,0.062005,0.062005
5467,0.370040,0.105260,0.105260
5468,0.442465,0.025939,0.025939
5469,0.443547,0.042717,0.042717
5470,0.329444,-0.022405,-0.022405
5471,0.317715,-0.027709,-0.027709
5472,0.247564,0.094733,0.094733
5473,0.271071,0.081697,0.081697
5474,0.329864,0.172097,0.172097
5475,0.266911,0.168556,0.168556
5476,0.356436,0.081267,0.081267
5477,0.332533,0.067927,0.067927
5478,0.366416,0.003545,0.003545
5479,0.472668,-0.011866,-0.011866
5480,0.405941,0.009822,0.009822
5481,0.433663,-0.029703,-0.029703
5482,0.479584,-0.087545,-0.087545
5483,0.382709,-0.079739,-0.079739
5484,0.391998,-0.046688,-0.046688
5485,0.361684,-0.035105,-0.035105
5486,0.235469,0.039959,0.039959
5487,0.246078,0.039294,0.039294
5488,0.334101,0.059934,0.059934
5489,0.314563,0.067961,0.067961
5490,0.458489,0.078329,0.078329
5491,0.379293,0.084889,0.084889
5492,0.345631,0.060194,0.060194
5493,0.349495,0.056253,0.056253
5494,0.211731,0.005265,0.005265
5495,0.332707,-0.008889,-0.008889
5496,0.204330,0.056738,0.056738
5497,0.258566,0.058526,0.058526
5498,0.234088,0.102285,0.102285
5499,0.251725,0.184706,0.184706
5500,0.324186,0.107670,0.107670
5501,0.366914,0.079138,0.079138
5502,0.486222,0.098162,0.098162
5503,0.436275,0.041294,0.041294
5504,0.527814,-0.011670,-0.011670
5505,0.512403,0.021617,0.021617
5506,0.406000,0.004000,0.004000
5507,0.468947,-0.091263,-0.091263
5508,0.328000,-0.086000,-0.086000
5509,0.351107,-0.072311,-0.072311
5510,0.478515,-0.103822,-0.103822
5511,0.496204,-0.103626,-0.103626
5512,0.562242,-0.050929,-0.050929
5513,0.617825,-0.065553,-0.065553
5514,0.621782,-0.079208,-0.079208
5515,0.604436,-0.003895,-0.003895
5516,0.642424,-0.034343,-0.034343
5517,0.618417,-0.027538,-0.027538
5518,0.531703,0.011030,0.011030
5519,0.490513,0.018036,0.018036
5520,0.414103,0.090734,0.090734
5521,0.369758,0.065091,0.065091
5522,0.370000,0.068000,0.068000
5523,0.273899,0.070747,0.070747
5524,0.249231,0.010538,0.010538
5525,0.190314,0.010667,0.010667
5526,0.256713,0.012059,0.012059
5527,0.357667,0.008167,0.008167
5528,0.328586,0.064384,0.064384
5529,0.274272,0.069697,0.069697
5530,0.153287,-0.008059,-0.008059
5531,0.140686,0.021324,0.021324
5532,0.245336,-0.001129,-0.001129
5533,0.347414,-0.038364,-0.038364
5534,0.376000,-0.052000,-0.052000
5535,0.368142,-0.053213,-0.053213
5536,0.294155,-0.056486,-0.056486
5537,0.288118,0.009843,0.009843
5538,0.374000,0.092000,0.092000
5539,0.390321,0.035886,0.035886
5540,0.467229,0.025353,0.025353
5541,0.416773,0.009979,0.009979
5542,0.308816,0.000531,0.000531
5543,0.243946,0.035646,0.035646
5544,0.187219,0.046403,0.046403
5545,0.257736,0.109629,0.109629
5546,0.249083,0.112863,0.112863
5547,0.248901,0.071042,0.071042
5548,0.197980,0.060606,0.060606
5549,0.217087,0.001120,0.001120
5550,0.273366,-0.037353,-0.037353
5551,0.215316,0.019842,0.019842
5552,0.279495,-0.021131,-0.021131
5553,0.160820,-0.025601,-0.025601
5554,0.116327,-0.006122,-0.006122
5555,0.191797,-0.037606,-0.037606
5556,0.224902,-0.035137,-0.035137
5557,0.277708,-0.050445,-0.050445
5558,0.382784,-0.068196,-0.068196
5559,0.322860,-0.082946,-0.082946
5560,0.298159,-0.032373,-0.032373
5561,0.287758,-0.030525,-0.030525
5562,0.207321,-0.031763,-0.031763
5563,0.234323,0.018512,0.018512
5564,0.259184,0.008163,0.008163
5565,0.223354,-0.017960,-0.017960
5566,0.162956,-0.002082,-0.002082
5567,0.117192,0.009771,0.009771
5568,0.037755,0.003347,0.003347
5569,0.082294,-0.009923,-0.009923
5570,0.248479,-0.035387,-0.035387
5571,0.513150,-0.093368,-0.093368
5572,0.478000,-0.080000,-0.080000
5573,0.415006,-0.073709,-0.073709
5574,0.358868,0.001509,0.001509
5575,0.149476,-0.013703,-0.013703
5576,0.290000,0.008000,0.008000
5577,0.283347,0.011592,0.011592
5578,0.230000,-0.058000,-0.058000
5579,0.210222,-0.051354,-0.051354
5580,0.200000,-0.012000,-0.012000
5581,0.307762,-0.007248,-0.007248
5582,0.379020,0.047020,0.047020
5583,0.399629,0.039711,0.039711
5584,0.439576,-0.012606,-0.012606
5585,0.492742,-0.029607,-0.029607
5586,0.424718,-0.056090,-0.056090
5587,0.404528,-0.029594,-0.029594
5588,0.377078,-0.000780,-0.000780
5589,0.277670,0.019417,0.019417
5590,0.301010,0.050505,0.050505
5591,0.362299,0.020734,0.020734
5592,0.400083,0.002439,0.002439
5593,0.449124,0.087499,0.087499
5594,0.422222,0.054545,0.054545
5595,0.407921,0.085149,0.085149
5596,0.362233,0.058947,0.058947
5597,0.356701,-0.006102,-0.006102
5598,0.381818,-0.012121,-0.012121
5599,0.391624,-0.004000,-0.004000
5600,0.359596,-0.086869,-0.086869
5601,0.341414,-0.070707,-0.070707
5602,0.395722,-0.027035,-0.027035
5603,0.362000,-0.036000,-0.036000
5604,0.445434,0.090869,0.090869
5605,0.466507,0.116332,0.116332
5606,0.389408,0.183445,0.183445
5607,0.430000,0.218000,0.218000
5608,0.303941,0.156396,0.156396
5609,0.241059,0.123722,0.123722
5610,0.247194,-0.008935,-0.008935
5611,0.324103,-0.027485,-0.027485
5612,0.364648,-0.009416,-0.009416
5613,0.415020,-0.019306,-0.019306
5614,0.352889,0.004667,0.004667
5615,0.195203,-0.009699,-0.009699
5616,0.146243,0.009416,0.009416
5617,0.180898,0.033592,0.033592
5618,0.238000,0.080000,0.080000
5619,0.357143,0.108163,0.108163
5620,0.420542,0.059806,0.059806
5621,0.335102,0.060408,0.060408
5622,0.351846,0.055077,0.055077
5623,0.351551,0.037020,0.037020
5624,0.390626,0.087798,0.087798
5625,0.430204,0.072245,0.072245
5626,0.397639,-0.019612,-0.019612
5627,0.342832,-0.048376,-0.048376
5628,0.246510,-0.070745,-0.070745
5629,0.335796,-0.050245,-0.050245
5630,0.348515,-0.000940,-0.000940
5631,0.321552,-0.015402,-0.015402
5632,0.304278,-0.017053,-0.017053
5633,0.170832,-0.081802,-0.081802
5634,0.254000,-0.094525,-0.094525
5635,0.282408,-0.101430,-0.101430
5636,0.290909,-0.066667,-0.066667
5637,0.301168,-0.028198,-0.028198
5638,0.241918,-0.000857,-0.000857
5639,0.219802,0.009901,0.009901
5640,0.357576,0.034343,0.034343
5641,0.406000,0.082000,0.082000
5642,0.409132,0.099423,0.099423
5643,0.535695,0.081678,0.081678
5644,0.454727,0.052121,0.052121
5645,0.454788,-0.052182,-0.052182
5646,0.505259,-0.083370,-0.083370
5647,0.404519,-0.052775,-0.052775
5648,0.355374,-0.080404,-0.080404
5649,0.297450,-0.106571,-0.106571
5650,0.201812,-0.138852,-0.138852
5651,0.096512,-0.149287,-0.149287
5652,0.102626,-0.151596,-0.151596
5653,0.155076,-0.022722,-0.022722
5654,0.193939,0.048485,0.048485
5655,0.363497,0.067242,0.067242
5656,0.402000,0.038000,0.038000
5657,0.420202,-0.010101,-0.010101
5658,0.429234,-0.055377,-0.055377
5659,0.400136,-0.064218,-0.064218
5660,0.371462,-0.022923,-0.022923
5661,0.298485,-0.050424,-0.050424
5662,0.266667,0.017647,0.017647
5663,0.215483,0.028251,0.028251
5664,0.251185,-0.051360,-0.051360
5665,0.327778,-0.040485,-0.040485
5666,0.395009,-0.156209,-0.156209
5667,0.443564,-0.172957,-0.172957
5668,0.413354,-0.053717,-0.053717
5669,0.393651,-0.092331,-0.092331
5670,0.383838,-0.014141,-0.014141
5671,0.320000,-0.007575,-0.007575
5672,0.400000,-0.060000,-0.060000
5673,0.393878,-0.024490,-0.024490
5674,0.379976,0.038978,0.038978
5675,0.416735,0.069560,0.069560
5676,0.314000,0.068000,0.068000
5677,0.362694,0.075306,0.075306
5678,0.341216,0.024275,0.024275
5679,0.344453,0.041665,0.041665
5680,0.380816,0.072058,0.072058
5681,0.391231,0.036154,0.036154
5682,0.414000,-0.050000,-0.050000
5683,0.469792,-0.087964,-0.087964
5684,0.411343,-0.154494,-0.154494
5685,0.326769,-0.066154,-0.066154
5686,0.412000,-0.042000,-0.042000
5687,0.358111,-0.021687,-0.021687
5688,0.405842,0.010436,0.010436
5689,0.326277,0.022970,0.022970
5690,0.135265,0.127469,0.127469
5691,0.100713,0.058942,0.058942
5692,0.093673,0.107224,0.107224
5693,0.141125,0.049607,0.049607
5694,0.175349,0.014649,0.014649
5695,0.282353,0.000000,0.000000
5696,0.348980,-0.038776,-0.038776
5697,0.445014,-0.037726,-0.037726
5698,0.512367,-0.103805,-0.103805
5699,0.411765,-0.056863,-0.056863
5700,0.413347,-0.066449,-0.066449
5701,0.441584,-0.151215,-0.151215
5702,0.400448,-0.051933,-0.051933
5703,0.440633,-0.038963,-0.038963
5704,0.357960,-0.052040,-0.052040
5705,0.289796,-0.016698,-0.016698
5706,0.382571,-0.088381,-0.088381
5707,0.403522,-0.089204,-0.089204
5708,0.361696,-0.030223,-0.030223
5709,0.346204,0.047061,0.047061
5710,0.276000,0.080000,0.080000
5711,0.243842,0.097805,0.097805
5712,0.335354,0.090909,0.090909
5713,0.366041,0.093755,0.093755
5714,0.396122,0.104571,0.104571
5715,0.371717,0.084848,0.084848
5716,0.384704,0.110864,0.110864
5717,0.374658,0.121954,0.121954
5718,0.393878,0.045429,0.045429
5719,0.442486,0.007339,0.007339
5720,0.395474,-0.078481,-0.078481
5721,0.441668,-0.148484,-0.148484
5722,0.426316,-0.064526,-0.064526
5723,0.435115,-0.017252,-0.017252
5724,0.415782,0.028223,0.028223
5725,0.333148,0.037765,0.037765
5726,0.293886,-0.024625,-0.024625
5727,0.328151,-0.009278,-0.009278
5728,0.359030,0.034747,0.034747
5729,0.397000,0.053485,0.053485
5730,0.426263,0.040404,0.040404
5731,0.408612,0.010000,0.010000
5732,0.438845,-0.040412,-0.040412
5733,0.360763,-0.043197,-0.043197
5734,0.383009,0.038958,0.038958
5735,0.325030,0.067778,0.067778
5736,0.353155,0.046412,0.046412
5737,0.456378,0.034156,0.034156
5738,0.350526,-0.024211,-0.024211
5739,0.349053,-0.011111,-0.011111
5740,0.249917,-0.038917,-0.038917
5741,0.279888,-0.010761,-0.010761
5742,0.358776,-0.044082,-0.044082
5743,0.277210,-0.089899,-0.089899
5744,0.395961,-0.131165,-0.131165
5745,0.362703,-0.169787,-0.169787
5746,0.375808,-0.110502,-0.110502
5747,0.436364,-0.082828,-0.082828
5748,0.357608,-0.021661,-0.021661
5749,0.300663,-0.012392,-0.012392
5750,0.261417,-0.035417,-0.035417
5751,0.240404,-0.060606,-0.060606
5752,0.295990,0.007561,0.007561
5753,0.324752,0.045545,0.045545
5754,0.399258,-0.059278,-0.059278
5755,0.413939,-0.051333,-0.051333
5756,0.385859,-0.111111,-0.111111
5757,0.441084,-0.088969,-0.088969
5758,0.443299,0.022680,0.022680
5759,0.460000,-0.004105,-0.004105
5760,0.415646,0.063987,0.063987
5761,0.410101,0.024242,0.024242
5762,0.330938,0.015891,0.015891
5763,0.386667,0.009724,0.009724
5764,0.421020,-0.002694,-0.002694
5765,0.361152,-0.021313,-0.021313
5766,0.335041,-0.020015,-0.020015
5767,0.333333,0.032789,0.032789
5768,0.335376,-0.028774,-0.028774
5769,0.300392,-0.095567,-0.095567
5770,0.350415,-0.095686,-0.095686
5771,0.299010,-0.082784,-0.082784
5772,0.308485,-0.111147,-0.111147
5773,0.359608,-0.070433,-0.070433
5774,0.391972,-0.065515,-0.065515
5775,0.418516,-0.095356,-0.095356
5776,0.388139,-0.124079,-0.124079
5777,0.383320,-0.079922,-0.079922
5778,0.338733,-0.095552,-0.095552
5779,0.386474,-0.020268,-0.020268
5780,0.338000,0.052000,0.052000
5781,0.349855,0.140046,0.140046
5782,0.359596,0.139394,0.139394
5783,0.316408,0.059633,0.059633
5784,0.369434,0.087547,0.087547
5785,0.353058,0.042478,0.042478
5786,0.322170,0.057565,0.057565
5787,0.291171,0.089946,0.089946
5788,0.337989,0.070803,0.070803
5789,0.377155,0.006459,0.006459
5790,0.380237,0.018601,0.018601
5791,0.415154,-0.069599,-0.069599
5792,0.433709,0.036744,0.036744
5793,0.396949,0.158820,0.158820
5794,0.408531,0.078582,0.078582
5795,0.325793,0.167717,0.167717
5796,0.222714,-0.022787,-0.022787
5797,0.163075,-0.133450,-0.133450
5798,0.159810,-0.134667,-0.134667
5799,0.181475,-0.101697,-0.101697
5800,0.171401,-0.048743,-0.048743
5801,0.207962,-0.066310,-0.066310
5802,0.210250,0.031750,0.031750
5803,0.313475,0.146141,0.146141
5804,0.320752,0.206436,0.206436
5805,0.364587,0.254545,0.254545
5806,0.381379,0.244910,0.244910
5807,0.276768,0.090909,0.090909
5808,0.281083,0.056250,0.056250
5809,0.272297,0.052145,0.052145
5810,0.279698,-0.013412,-0.013412
5811,0.329293,-0.058586,-0.058586
5812,0.435162,0.020281,0.020281
5813,0.446113,0.101558,0.101558
5814,0.463366,0.148515,0.148515
5815,0.448465,0.207535,0.207535
5816,0.344321,0.202762,0.202762
5817,0.307785,0.134969,0.134969
5818,0.286615,0.143545,0.143545
5819,0.283714,0.166408,0.166408
5820,0.329709,0.070707,0.070707
5821,0.337191,0.007036,0.007036
5822,0.361124,0.020928,0.020928
5823,0.466863,0.128045,0.128045
5824,0.405958,0.114563,0.114563
5825,0.381118,0.148735,0.148735
5826,0.325650,0.166867,0.166867
5827,0.245402,0.059627,0.059627
5828,0.286555,0.168265,0.168265
5829,0.327535,0.196889,0.196889
5830,0.356703,0.142937,0.142937
5831,0.341236,0.123292,0.123292
5832,0.361616,0.105051,0.105051
5833,0.357313,-0.002949,-0.002949
5834,0.349420,0.063185,0.063185
5835,0.319370,0.054486,0.054486
5836,0.236364,0.016162,0.016162
5837,0.250865,0.083068,0.083068
5838,0.239796,0.026776,0.026776
5839,0.267945,-0.022593,-0.022593
5840,0.362008,-0.071387,-0.071387
5841,0.262720,-0.116690,-0.116690
5842,0.303535,-0.072848,-0.072848
5843,0.372438,-0.004502,-0.004502
5844,0.327224,0.085347,0.085347
5845,0.474294,0.203319,0.203319
5846,0.407249,0.196613,0.196613
5847,0.374500,0.102462,0.102462
5848,0.456222,0.103212,0.103212
5849,0.352095,0.032183,0.032183
5850,0.389216,-0.009765,-0.009765
5851,0.351794,0.077723,0.077723
5852,0.279861,0.022538,0.022538
5853,0.299847,0.058018,0.058018
5854,0.304369,0.127126,0.127126
5855,0.372757,0.076894,0.076894
5856,0.385295,0.073726,0.073726
5857,0.339757,0.035052,0.035052
5858,0.315328,-0.000843,-0.000843
5859,0.179531,0.012730,0.012730
5860,0.197770,-0.013515,-0.013515
5861,0.287068,-0.000000,-0.000000
5862,0.224421,-0.008675,-0.008675
5863,0.275914,0.032815,0.032815
5864,0.220006,0.084699,0.084699
5865,0.200061,0.079208,0.079208
5866,0.277169,0.085343,0.085343
5867,0.334996,0.009768,0.009768
5868,0.438845,-0.004660,-0.004660
5869,0.384158,0.007921,0.007921
5870,0.273611,0.001172,0.001172
5871,0.197946,0.018167,0.018167
5872,0.084283,-0.003192,-0.003192
5873,0.112771,-0.042684,-0.042684
5874,0.129612,-0.127691,-0.127691
5875,0.197431,-0.139825,-0.139825
5876,0.333717,-0.132808,-0.132808
5877,0.286869,-0.090909,-0.090909
5878,0.424480,-0.059239,-0.059239
5879,0.367142,-0.014201,-0.014201
5880,0.312000,0.010000,0.010000
5881,0.398380,0.050425,0.050425
5882,0.396843,0.012058,0.012058
5883,0.398515,-0.046405,-0.046405
5884,0.300510,-0.091333,-0.091333
5885,0.227723,-0.211881,-0.211881
5886,0.266431,-0.123703,-0.123703
5887,0.311891,-0.092849,-0.092849
5888,0.391827,-0.070627,-0.070627
5889,0.440623,0.000154,0.000154
5890,0.358528,-0.035270,-0.035270
5891,0.397200,-0.020282,-0.020282
5892,0.289333,-0.033153,-0.033153
5893,0.261660,-0.039172,-0.039172
5894,0.297208,0.001723,0.001723
5895,0.078788,-0.042424,-0.042424
5896,0.186330,-0.022887,-0.022887
5897,0.335340,0.072681,0.072681
